"No.","Time","Source","Destination","Protocol","Length","Info"
"3645","32.340289000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3665","32.454476000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3685","32.650727000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3705","32.749681000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3720","33.080445000","192.168.100.72","192.168.100.70","HTTP","185","GET /96 HTTP/1.1 "
"3721","33.080880000","192.168.100.72","192.168.100.70","HTTP","185","GET /52 HTTP/1.1 "
"3738","33.179280000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3761","33.296425000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"3778","33.366105000","192.168.100.72","192.168.100.70","HTTP","185","GET /98 HTTP/1.1 "
"3779","33.366568000","192.168.100.72","192.168.100.70","HTTP","185","GET /15 HTTP/1.1 "
"3780","33.366766000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"3785","33.379878000","192.168.100.72","192.168.100.70","HTTP","185","GET /19 HTTP/1.1 "
"3786","33.380238000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"3806","33.572818000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"3830","33.693484000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3850","33.880680000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3870","34.013125000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3895","34.290064000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3907","34.323843000","192.168.100.72","192.168.100.70","HTTP","185","GET /30 HTTP/1.1 "
"3908","34.324224000","192.168.100.72","192.168.100.70","HTTP","185","GET /22 HTTP/1.1 "
"3909","34.324521000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"3928","34.424343000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3951","34.532696000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3975","34.699077000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3994","34.714812000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"3997","34.715548000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"3998","34.715587000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"3999","34.715592000","192.168.100.72","192.168.100.70","HTTP","185","GET /40 HTTP/1.1 "
"4000","34.716394000","192.168.100.72","192.168.100.70","HTTP","185","GET /76 HTTP/1.1 "
"4022","34.904519000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4042","35.012536000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4064","35.212920000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"4083","35.322794000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4107","35.437814000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"4120","35.724648000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"4121","35.725237000","192.168.100.72","192.168.100.70","HTTP","185","GET /62 HTTP/1.1 "
"4122","35.725331000","192.168.100.72","192.168.100.70","HTTP","185","GET /76 HTTP/1.1 "
"4139","35.834912000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4159","35.955507000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4181","36.133045000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4194","36.145773000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"4197","36.147292000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"4204","36.151661000","192.168.100.72","192.168.100.70","HTTP","185","GET /69 HTTP/1.1 "
"4205","36.152216000","192.168.100.72","192.168.100.70","HTTP","185","GET /38 HTTP/1.1 "
"4206","36.152274000","192.168.100.72","192.168.100.70","HTTP","184","GET /7 HTTP/1.1 "
"4229","36.337717000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"4249","36.459688000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"4272","36.565403000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4291","36.665994000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4312","36.779722000","192.168.100.70","192.168.100.72","HTTP","497","HTTP/1.1 200 OK  (text/html)"
"4324","37.168039000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"4325","37.168825000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"4326","37.169056000","192.168.100.72","192.168.100.70","HTTP","185","GET /38 HTTP/1.1 "
"4348","37.465816000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"4369","37.574714000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4388","37.676959000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4409","37.693837000","192.168.100.72","192.168.100.70","HTTP","185","GET /48 HTTP/1.1 "
"4410","37.694420000","192.168.100.72","192.168.100.70","HTTP","185","GET /72 HTTP/1.1 "
"4411","37.694557000","192.168.100.72","192.168.100.70","HTTP","185","GET /52 HTTP/1.1 "
"4412","37.694643000","192.168.100.72","192.168.100.70","HTTP","185","GET /91 HTTP/1.1 "
"4413","37.694719000","192.168.100.72","192.168.100.70","HTTP","185","GET /93 HTTP/1.1 "
"4430","37.801210000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4454","37.976325000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4473","38.095495000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4492","38.196687000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"4516","38.385592000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"4535","38.703860000","192.168.100.72","192.168.100.70","HTTP","185","GET /79 HTTP/1.1 "
"4536","38.703995000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"4539","38.709619000","192.168.100.72","192.168.100.70","HTTP","185","GET /99 HTTP/1.1 "
"4559","38.897732000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"4582","39.003723000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4604","39.205046000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"4626","39.223554000","192.168.100.72","192.168.100.70","HTTP","185","GET /28 HTTP/1.1 "
"4627","39.224010000","192.168.100.72","192.168.100.70","HTTP","185","GET /15 HTTP/1.1 "
"4628","39.224137000","192.168.100.72","192.168.100.70","HTTP","185","GET /47 HTTP/1.1 "
"4629","39.224165000","192.168.100.72","192.168.100.70","HTTP","185","GET /46 HTTP/1.1 "
"4630","39.224266000","192.168.100.72","192.168.100.70","HTTP","185","GET /79 HTTP/1.1 "
"4648","39.330390000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4670","39.441766000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4697","39.544303000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4718","39.717929000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4739","39.840038000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4755","40.233328000","192.168.100.72","192.168.100.70","HTTP","185","GET /49 HTTP/1.1 "
"4756","40.233804000","192.168.100.72","192.168.100.70","HTTP","185","GET /10 HTTP/1.1 "
"4757","40.233921000","192.168.100.72","192.168.100.70","HTTP","185","GET /55 HTTP/1.1 "
"4781","40.434368000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"4814","40.556217000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4837","40.670092000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"4862","40.739117000","192.168.100.72","192.168.100.70","HTTP","185","GET /87 HTTP/1.1 "
"4863","40.739955000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"4864","40.740060000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"4865","40.740103000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"4866","40.740209000","192.168.100.72","192.168.100.70","HTTP","185","GET /29 HTTP/1.1 "
"4895","40.945767000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"4918","41.051571000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"4941","41.159121000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"4977","41.355209000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5000","41.459955000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5020","41.695845000","192.168.100.72","192.168.100.70","HTTP","185","GET /90 HTTP/1.1 "
"5021","41.696539000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"5024","41.697090000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"5025","41.697264000","192.168.100.72","192.168.100.70","HTTP","185","GET /93 HTTP/1.1 "
"5048","41.868700000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5074","42.071566000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"5095","42.183152000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"5120","42.292200000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5142","42.312078000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"5143","42.312712000","192.168.100.72","192.168.100.70","HTTP","185","GET /25 HTTP/1.1 "
"5144","42.312966000","192.168.100.72","192.168.100.70","HTTP","184","GET /4 HTTP/1.1 "
"5145","42.313044000","192.168.100.72","192.168.100.70","HTTP","185","GET /84 HTTP/1.1 "
"5146","42.313138000","192.168.100.72","192.168.100.70","HTTP","185","GET /12 HTTP/1.1 "
"5163","42.477603000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5186","42.608322000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5206","42.793752000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5225","42.912512000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5246","43.198742000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5259","43.310463000","192.168.100.72","192.168.100.70","HTTP","185","GET /52 HTTP/1.1 "
"5262","43.318694000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"5263","43.319097000","192.168.100.72","192.168.100.70","HTTP","185","GET /65 HTTP/1.1 "
"5264","43.319212000","192.168.100.72","192.168.100.70","HTTP","184","GET /2 HTTP/1.1 "
"5281","43.428462000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5301","43.603796000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5322","43.713765000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5344","43.822948000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5358","43.836012000","192.168.100.72","192.168.100.70","HTTP","185","GET /54 HTTP/1.1 "
"5361","43.842957000","192.168.100.72","192.168.100.70","HTTP","185","GET /28 HTTP/1.1 "
"5366","43.844312000","192.168.100.72","192.168.100.70","HTTP","185","GET /26 HTTP/1.1 "
"5368","43.844551000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"5370","43.845235000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"5390","44.017991000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5426","44.225685000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5455","44.335879000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5474","44.460177000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5493","44.556565000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5517","44.936710000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"5518","44.937269000","192.168.100.72","192.168.100.70","HTTP","185","GET /13 HTTP/1.1 "
"5519","44.937310000","192.168.100.72","192.168.100.70","HTTP","185","GET /63 HTTP/1.1 "
"5520","44.937461000","192.168.100.72","192.168.100.70","HTTP","185","GET /17 HTTP/1.1 "
"5540","45.067675000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5565","45.348705000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"5584","45.489641000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5603","45.659282000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5621","45.673867000","192.168.100.72","192.168.100.70","HTTP","185","GET /17 HTTP/1.1 "
"5622","45.674224000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"5623","45.674365000","192.168.100.72","192.168.100.70","HTTP","185","GET /48 HTTP/1.1 "
"5628","45.693410000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"5633","45.719482000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"5649","45.781859000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5668","45.893293000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5693","46.065696000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5712","46.177896000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5732","46.375387000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5746","46.683908000","192.168.100.72","192.168.100.70","HTTP","185","GET /96 HTTP/1.1 "
"5747","46.684244000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"5750","46.685226000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"5753","46.687364000","192.168.100.72","192.168.100.70","HTTP","185","GET /69 HTTP/1.1 "
"5772","46.884590000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"5793","46.988760000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5814","47.191669000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5833","47.296378000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5853","47.311794000","192.168.100.72","192.168.100.70","HTTP","185","GET /19 HTTP/1.1 "
"5855","47.312335000","192.168.100.72","192.168.100.70","HTTP","185","GET /31 HTTP/1.1 "
"5857","47.312466000","192.168.100.72","192.168.100.70","HTTP","184","GET /4 HTTP/1.1 "
"5858","47.312516000","192.168.100.72","192.168.100.70","HTTP","185","GET /75 HTTP/1.1 "
"5859","47.313265000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"5876","47.418040000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5898","47.523151000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5917","47.633411000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"5937","47.734216000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5958","47.908367000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"5967","48.324453000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"5974","48.326690000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"5975","48.327149000","192.168.100.72","192.168.100.70","HTTP","184","GET /0 HTTP/1.1 "
"5976","48.327213000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"5995","48.438648000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6015","48.561422000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6042","48.831246000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"6063","49.034979000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"6084","49.052974000","192.168.100.72","192.168.100.70","HTTP","185","GET /12 HTTP/1.1 "
"6085","49.053352000","192.168.100.72","192.168.100.70","HTTP","185","GET /31 HTTP/1.1 "
"6088","49.053534000","192.168.100.72","192.168.100.70","HTTP","185","GET /61 HTTP/1.1 "
"6089","49.053655000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"6090","49.054252000","192.168.100.72","192.168.100.70","HTTP","185","GET /95 HTTP/1.1 "
"6113","49.155416000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6132","49.264994000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6151","49.366225000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6172","49.477068000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"6193","49.649441000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"6212","50.060500000","192.168.100.72","192.168.100.70","HTTP","184","GET /7 HTTP/1.1 "
"6221","50.061924000","192.168.100.72","192.168.100.70","HTTP","185","GET /60 HTTP/1.1 "
"6222","50.062484000","192.168.100.72","192.168.100.70","HTTP","185","GET /51 HTTP/1.1 "
"6223","50.062627000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"6224","50.062720000","192.168.100.72","192.168.100.70","HTTP","185","GET /38 HTTP/1.1 "
"6241","50.170896000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"6269","50.366437000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"6290","50.574700000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6313","50.675275000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6334","50.794085000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"6351","50.812887000","192.168.100.72","192.168.100.70","HTTP","185","GET /93 HTTP/1.1 "
"6352","50.813003000","192.168.100.72","192.168.100.70","HTTP","185","GET /95 HTTP/1.1 "
"6359","50.815756000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"6360","50.815994000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"6361","50.816019000","192.168.100.72","192.168.100.70","HTTP","185","GET /32 HTTP/1.1 "
"6380","50.910720000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"6405","51.084371000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
