"No.","Time","Source","Destination","Protocol","Length","Info"
"27508","318.388184000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"27509","318.388184000","192.168.100.72","192.168.100.70","HTTP","185","GET /10 HTTP/1.1 "
"27510","318.388282000","192.168.100.72","192.168.100.70","HTTP","185","GET /70 HTTP/1.1 "
"27521","318.453751000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"27522","318.454556000","192.168.100.72","192.168.100.70","HTTP","185","GET /84 HTTP/1.1 "
"27523","318.454640000","192.168.100.72","192.168.100.70","HTTP","185","GET /95 HTTP/1.1 "
"27541","318.488942000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27561","318.591494000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"27581","318.692499000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27602","318.866425000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27622","319.070630000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27642","319.379223000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27661","319.404126000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"27664","319.409017000","192.168.100.72","192.168.100.70","HTTP","185","GET /60 HTTP/1.1 "
"27671","319.410662000","192.168.100.72","192.168.100.70","HTTP","185","GET /80 HTTP/1.1 "
"27672","319.411150000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"27673","319.411161000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"27696","319.583549000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"27715","319.712941000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27738","319.892747000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27780","320.001027000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"27827","321.428700000","192.168.100.72","192.168.100.70","HTTP","185","GET /10 HTTP/1.1 "
"27836","321.431709000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"27837","321.432293000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"27838","321.432448000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"27839","321.432465000","192.168.100.72","192.168.100.70","HTTP","185","GET /71 HTTP/1.1 "
"27878","321.831077000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27899","321.938753000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27918","322.074913000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27938","322.176237000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"27958","322.274748000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28035","325.518964000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"28036","325.519530000","192.168.100.72","192.168.100.70","HTTP","185","GET /87 HTTP/1.1 "
"28037","325.519660000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"28038","325.519707000","192.168.100.72","192.168.100.70","HTTP","185","GET /63 HTTP/1.1 "
"28057","325.627057000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28077","325.730186000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28104","325.931220000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"28125","326.043810000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28150","326.059204000","192.168.100.72","192.168.100.70","HTTP","185","GET /87 HTTP/1.1 "
"28153","326.071446000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"28158","326.074021000","192.168.100.72","192.168.100.70","HTTP","185","GET /81 HTTP/1.1 "
"28159","326.074319000","192.168.100.72","192.168.100.70","HTTP","185","GET /34 HTTP/1.1 "
"28166","326.134086000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"28179","326.165081000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28204","326.337650000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28225","326.456620000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28244","326.576790000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"28277","326.852894000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28300","327.076004000","192.168.100.72","192.168.100.70","HTTP","185","GET /91 HTTP/1.1 "
"28305","327.078545000","192.168.100.72","192.168.100.70","HTTP","185","GET /72 HTTP/1.1 "
"28306","327.078839000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"28311","327.084185000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"28312","327.084523000","192.168.100.72","192.168.100.70","HTTP","185","GET /92 HTTP/1.1 "
"28333","327.193040000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"28358","327.365479000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"28381","327.476215000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"28404","327.685802000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28423","327.790614000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28454","329.205274000","192.168.100.72","192.168.100.70","HTTP","185","GET /13 HTTP/1.1 "
"28455","329.205922000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"28456","329.206104000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"28457","329.206179000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"28458","329.206294000","192.168.100.72","192.168.100.70","HTTP","185","GET /59 HTTP/1.1 "
"28476","329.412838000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"28498","329.532913000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28517","329.647575000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"28537","329.822465000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"28557","329.947628000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29013","333.217910000","192.168.100.72","192.168.100.70","HTTP","185","GET /63 HTTP/1.1 "
"29014","333.218965000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"29015","333.219120000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"29016","333.219247000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"29017","333.219290000","192.168.100.72","192.168.100.70","HTTP","185","GET /61 HTTP/1.1 "
"29041","333.428808000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29067","333.555051000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29095","333.722820000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29124","333.824337000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29145","333.934440000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29178","333.960457000","192.168.100.72","192.168.100.70","HTTP","185","GET /16 HTTP/1.1 "
"29179","333.961199000","192.168.100.72","192.168.100.70","HTTP","185","GET /53 HTTP/1.1 "
"29180","333.961404000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"29181","333.961488000","192.168.100.72","192.168.100.70","HTTP","185","GET /26 HTTP/1.1 "
"29182","333.961594000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"29212","334.228782000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29242","334.338428000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29262","334.440865000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29281","334.540891000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29300","334.644737000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29324","334.960978000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"29325","334.961357000","192.168.100.72","192.168.100.70","HTTP","184","GET /6 HTTP/1.1 "
"29326","334.961503000","192.168.100.72","192.168.100.70","HTTP","185","GET /10 HTTP/1.1 "
"29329","334.969154000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"29332","334.976034000","192.168.100.72","192.168.100.70","HTTP","185","GET /60 HTTP/1.1 "
"29349","335.066725000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29372","335.249461000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29393","335.454575000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"29413","335.561476000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29432","335.668026000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29447","337.104418000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"29452","337.110033000","192.168.100.72","192.168.100.70","HTTP","185","GET /31 HTTP/1.1 "
"29457","337.112629000","192.168.100.72","192.168.100.70","HTTP","185","GET /30 HTTP/1.1 "
"29458","337.113234000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"29459","337.113284000","192.168.100.72","192.168.100.70","HTTP","184","GET /7 HTTP/1.1 "
"29476","337.217436000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29495","337.337506000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29517","337.499809000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29536","337.612946000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29555","337.716356000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"29647","340.989521000","192.168.100.72","192.168.100.70","HTTP","185","GET /62 HTTP/1.1 "
"29648","340.990397000","192.168.100.72","192.168.100.70","HTTP","185","GET /35 HTTP/1.1 "
"29649","340.990503000","192.168.100.72","192.168.100.70","HTTP","185","GET /17 HTTP/1.1 "
"29650","340.990582000","192.168.100.72","192.168.100.70","HTTP","185","GET /39 HTTP/1.1 "
"29651","340.990607000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"29673","341.089342000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29708","341.185757000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29818","341.296154000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"29973","341.432001000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"30135","341.601415000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"30160","341.616594000","192.168.100.72","192.168.100.70","HTTP","185","GET /72 HTTP/1.1 "
"30187","341.629737000","192.168.100.72","192.168.100.70","HTTP","185","GET /62 HTTP/1.1 "
"30189","341.630077000","192.168.100.72","192.168.100.70","HTTP","185","GET /25 HTTP/1.1 "
"30190","341.630276000","192.168.100.72","192.168.100.70","HTTP","185","GET /76 HTTP/1.1 "
"30196","341.632965000","192.168.100.72","192.168.100.70","HTTP","185","GET /32 HTTP/1.1 "
"30353","341.734598000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"30545","341.843177000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"30696","342.004765000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"31405","342.316112000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"31873","342.619604000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"31893","342.637269000","192.168.100.72","192.168.100.70","HTTP","185","GET /37 HTTP/1.1 "
"31906","342.655438000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"31907","342.656178000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"31908","342.656179000","192.168.100.72","192.168.100.70","HTTP","185","GET /67 HTTP/1.1 "
"31909","342.656245000","192.168.100.72","192.168.100.70","HTTP","185","GET /97 HTTP/1.1 "
"31922","342.746537000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"31947","342.931255000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"31967","343.234105000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"31986","343.361197000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32005","343.541378000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32029","344.771218000","192.168.100.72","192.168.100.70","HTTP","185","GET /51 HTTP/1.1 "
"32030","344.771823000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"32031","344.772075000","192.168.100.72","192.168.100.70","HTTP","185","GET /30 HTTP/1.1 "
"32032","344.772075000","192.168.100.72","192.168.100.70","HTTP","185","GET /26 HTTP/1.1 "
"32033","344.772249000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"32050","344.901744000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32073","345.076855000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32094","345.299718000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"32114","345.597152000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32135","345.719150000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32163","348.669161000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"32164","348.669558000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"32171","348.672048000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"32172","348.672598000","192.168.100.72","192.168.100.70","HTTP","185","GET /99 HTTP/1.1 "
"32173","348.672762000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"32191","348.772159000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32211","348.878892000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32234","349.081578000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"32253","349.194166000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32276","349.321043000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"32302","349.388220000","192.168.100.72","192.168.100.70","HTTP","185","GET /72 HTTP/1.1 "
"32305","349.395817000","192.168.100.72","192.168.100.70","HTTP","185","GET /67 HTTP/1.1 "
"32308","349.398117000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"32314","349.401384000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"32315","349.402270000","192.168.100.72","192.168.100.70","HTTP","185","GET /91 HTTP/1.1 "
"32335","349.512317000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32355","349.689306000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32374","349.795274000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32395","349.997515000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"32424","350.202049000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"32445","350.409342000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"32450","350.418857000","192.168.100.72","192.168.100.70","HTTP","185","GET /50 HTTP/1.1 "
"32451","350.419141000","192.168.100.72","192.168.100.70","HTTP","185","GET /49 HTTP/1.1 "
"32454","350.422056000","192.168.100.72","192.168.100.70","HTTP","184","GET /2 HTTP/1.1 "
"32461","350.425021000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"32478","350.523910000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32503","350.716525000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32522","350.831879000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32545","350.948352000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32565","351.123051000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32592","352.372939000","192.168.100.72","192.168.100.70","HTTP","185","GET /89 HTTP/1.1 "
"32593","352.373635000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"32594","352.373648000","192.168.100.72","192.168.100.70","HTTP","184","GET /1 HTTP/1.1 "
"32595","352.373730000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"32596","352.373812000","192.168.100.72","192.168.100.70","HTTP","185","GET /84 HTTP/1.1 "
"32613","352.488032000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32636","352.658496000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32655","352.777562000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32676","352.892751000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32696","352.992928000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32734","356.445589000","192.168.100.72","192.168.100.70","HTTP","185","GET /59 HTTP/1.1 "
"32735","356.445810000","192.168.100.72","192.168.100.70","HTTP","184","GET /2 HTTP/1.1 "
"32736","356.445810000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"32737","356.445965000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"32738","356.446129000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"32755","356.551511000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32774","356.654097000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32795","356.756484000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"32814","356.873069000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32833","356.979460000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32844","364.533730000","192.168.100.72","192.168.100.70","HTTP","185","GET /97 HTTP/1.1 "
"32863","364.655173000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32889","364.750256000","192.168.100.72","192.168.100.70","HTTP","185","GET /83 HTTP/1.1 "
"32892","364.758456000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"32897","364.761327000","192.168.100.72","192.168.100.70","HTTP","184","GET /4 HTTP/1.1 "
"32898","364.761651000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"32904","364.764245000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"32924","365.046594000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"32945","365.454268000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"32964","365.498879000","192.168.100.70","192.168.100.72","HTTP","582","HTTP/1.1 200 OK  (text/html)"
"32985","365.664078000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"32996","365.673114000","192.168.100.72","192.168.100.70","HTTP","185","GET /53 HTTP/1.1 "
"32997","365.673522000","192.168.100.72","192.168.100.70","HTTP","185","GET /86 HTTP/1.1 "
"32998","365.673847000","192.168.100.72","192.168.100.70","HTTP","185","GET /11 HTTP/1.1 "
"33021","365.696482000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"33022","365.696998000","192.168.100.72","192.168.100.70","HTTP","185","GET /11 HTTP/1.1 "
"33035","365.781872000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33058","365.896266000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33078","365.998669000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33098","366.101156000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33118","366.273559000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33137","366.405408000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33154","367.719666000","192.168.100.72","192.168.100.70","HTTP","184","GET /0 HTTP/1.1 "
"33163","367.720768000","192.168.100.72","192.168.100.70","HTTP","185","GET /35 HTTP/1.1 "
"33164","367.721410000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"33165","367.721522000","192.168.100.72","192.168.100.70","HTTP","185","GET /85 HTTP/1.1 "
"33166","367.721577000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"33185","367.835815000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33204","367.938200000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33230","368.046117000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"33249","368.155720000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33269","368.254288000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33304","371.709477000","192.168.100.72","192.168.100.70","HTTP","185","GET /87 HTTP/1.1 "
"33307","371.710960000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"33314","371.712613000","192.168.100.72","192.168.100.70","HTTP","185","GET /71 HTTP/1.1 "
"33315","371.713181000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"33316","371.713344000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"33333","371.815636000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33352","371.919547000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33373","372.028455000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33392","372.131851000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33411","372.238180000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33435","379.699029000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"33454","379.996302000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33480","380.020022000","192.168.100.72","192.168.100.70","HTTP","185","GET /12 HTTP/1.1 "
"33483","380.026045000","192.168.100.72","192.168.100.70","HTTP","184","GET /1 HTTP/1.1 "
"33488","380.029494000","192.168.100.72","192.168.100.70","HTTP","185","GET /83 HTTP/1.1 "
"33489","380.029881000","192.168.100.72","192.168.100.70","HTTP","185","GET /29 HTTP/1.1 "
"33493","380.036777000","192.168.100.72","192.168.100.70","HTTP","185","GET /67 HTTP/1.1 "
"33509","380.139847000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33532","380.308553000","192.168.100.70","192.168.100.72","HTTP","582","HTTP/1.1 200 OK  (text/html)"
"33552","380.610928000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33573","380.815202000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"33592","380.917860000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33613","381.123827000","192.168.100.72","192.168.100.70","HTTP","185","GET /29 HTTP/1.1 "
"33618","381.131885000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"33619","381.131999000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"33622","381.135745000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"33626","381.142935000","192.168.100.72","192.168.100.70","HTTP","185","GET /52 HTTP/1.1 "
"33644","381.343791000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"33666","381.566286000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33686","381.737194000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33708","381.947471000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"33727","382.050527000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"33753","383.174294000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"33754","383.174671000","192.168.100.72","192.168.100.70","HTTP","185","GET /93 HTTP/1.1 "
"33755","383.174672000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"33756","383.174844000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"33757","383.174898000","192.168.100.72","192.168.100.70","HTTP","185","GET /93 HTTP/1.1 "
"33774","383.280144000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33793","383.398050000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"33815","383.506859000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
